row,age,username,freq,services,netflix,amazon,Showtime,youtube,fuboTV,Crackle,Discovery+,CBS All Access,Rent or Buy,Apple TV+,hulu,Philo,FOX,PlutoTV,HBO MAX,Starz,Disney+,IMDb TV,FX,Tubi,NBC,Peacock
10340,67,erasmo_seiler,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
10341,62,malinda_gerald,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10342,36,benjamin_weston,1-DAILY,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
10343,45,cecil_coronado,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10344,66,cristobal_kirkpatrick,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'netflix': 1, 'Apple TV+': 1}",1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
10345,51,dwight_baumann,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10346,33,nikki_holder,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Discovery+': 1}",,,,1.0,,,1.0,,,,,,,,,,,,,,,
10348,28,elouise_keyser,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Disney+': 1}",,,,1.0,,,,,,,,,,,,,1.0,,,,,
10349,60,alexis_doty,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Disney+': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
10350,78,sadie_oliphant,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
10351,27,kristen_avalos,2-FEW_TIMES_WEEK,"{'youtube': 1, 'PlutoTV': 1}",,,,1.0,,,,,,,,,,1.0,,,,,,,,
10352,30,harris_donohue,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Discovery+': 1, 'Tubi': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,
10353,48,dion_donaldson,1-DAILY,{'FOX': 1},,,,,,,,,,,,,1.0,,,,,,,,,
10355,70,garth_caro,1-DAILY,"{'Philo': 1, 'amazon': 1}",,1.0,,,,,,,,,,1.0,,,,,,,,,,
10356,21,christin_jenson,1-DAILY,"{'netflix': 1, 'hulu': 1, 'HBO MAX': 1}",1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,
10357,56,blair_lively,2-FEW_TIMES_WEEK,"{'Rent or Buy': 1, 'youtube': 1}",,,,1.0,,,,,1.0,,,,,,,,,,,,,
10358,31,dottie_naranjo,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10359,36,demetrius_hatchett,1-DAILY,"{'amazon': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
10361,49,joesph_ramirez,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1, 'FX': 1}",1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,
10362,38,judith_kee,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10363,55,letitia_unger,2-FEW_TIMES_WEEK,{'Rent or Buy': 1},,,,,,,,,1.0,,,,,,,,,,,,,
10364,28,christina_mitchell,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10365,20,randi_ware,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'fuboTV': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
10366,56,addie_purdy,3-FEWER_THREE_PER_MONTH,"{'Philo': 1, 'Showtime': 1, 'Rent or Buy': 1}",,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,
10367,55,jayme_mcvay,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10368,35,jan_seibert,2-FEW_TIMES_WEEK,"{'hulu': 1, 'amazon': 1}",,1.0,,,,,,,,,1.0,,,,,,,,,,,
10369,55,arnulfo_denton,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
10370,71,alberto_gass,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10372,37,lucile_correia,2-FEW_TIMES_WEEK,{'PlutoTV': 1},,,,,,,,,,,,,,1.0,,,,,,,,
10373,58,arlie_gilman,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
10374,45,anderson_montague,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
10375,61,nicky_moye,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10377,68,tatiana_bankston,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10378,73,terra_schulte,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10379,67,nikki_clem,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Disney+': 1}",,,,1.0,,,,,,,,,,,,,1.0,,,,,
10380,72,barton_kolb,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10382,21,eugene_fiore,2-FEW_TIMES_WEEK,"{'netflix': 1, 'CBS All Access': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
10383,57,sonny_whitehead,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10384,21,horacio_rockwell,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'youtube': 1, 'fuboTV': 1}",,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
10385,24,niki_logsdon,1-DAILY,"{'Apple TV+': 1, 'amazon': 1}",,1.0,,,,,,,,1.0,,,,,,,,,,,,
10386,43,stanford_hermann,1-DAILY,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
10387,74,gene_pettigrew,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10388,67,elbert_stephens,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10389,40,gil_lange,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10390,47,kimberlee_payton,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10391,78,markus_hardwick,2-FEW_TIMES_WEEK,"{'Starz': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,1.0,,,,,,
10393,54,darlene_ring,1-DAILY,"{'Showtime': 1, 'FX': 1}",,,1.0,,,,,,,,,,,,,,,,1.0,,,
10394,71,rosalyn_grigsby,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10395,62,ronnie_mcgough,2-FEW_TIMES_WEEK,"{'youtube': 1, 'amazon': 1, 'hulu': 1}",,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
10396,19,sandi_wellman,1-DAILY,"{'hulu': 1, 'Apple TV+': 1}",,,,,,,,,,1.0,1.0,,,,,,,,,,,
10398,46,darrick_still,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10399,55,emilie_perez,3-FEWER_THREE_PER_MONTH,"{'Apple TV+': 1, 'hulu': 1}",,,,,,,,,,1.0,1.0,,,,,,,,,,,
10401,20,monte_fincher,1-DAILY,"{'youtube': 1, 'Tubi': 1}",,,,1.0,,,,,,,,,,,,,,,,1.0,,
10402,54,amber_harbin,2-FEW_TIMES_WEEK,"{'netflix': 1, 'FOX': 1}",1.0,,,,,,,,,,,,1.0,,,,,,,,,
10403,39,martina_richardson,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10404,40,fay_earl,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10405,27,lauren_hamby,1-DAILY,"{'hulu': 1, 'fuboTV': 1}",,,,,1.0,,,,,,1.0,,,,,,,,,,,
10406,20,esperanza_acker,1-DAILY,"{'netflix': 1, 'hulu': 1, 'Crackle': 1}",1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,
10407,32,filiberto_lacey,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10408,45,mariana_schreiner,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10409,24,granville_bryson,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Showtime': 1, 'Disney+': 1}",1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,
10410,71,broderick_kinney,2-FEW_TIMES_WEEK,"{'Showtime': 1, 'netflix': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
10411,57,frankie_whaley,3-FEWER_THREE_PER_MONTH,{'HBO MAX': 1},,,,,,,,,,,,,,,1.0,,,,,,,
10412,18,reynaldo_flores,2-FEW_TIMES_WEEK,"{'netflix': 1, 'HBO MAX': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
10413,55,jamar_stiles,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1, 'Crackle': 1}",1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
10414,33,demetria_selby,1-DAILY,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
10415,20,bennett_keyser,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Tubi': 1}",1.0,,,,,,,,,,,,,,,,,,,1.0,,
10416,22,heath_haggard,1-DAILY,"{'hulu': 1, 'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
10417,75,eleanor_pomeroy,3-FEWER_THREE_PER_MONTH,"{'HBO MAX': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
10418,18,janette_quick,1-DAILY,"{'youtube': 1, 'Rent or Buy': 1, 'HBO MAX': 1}",,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,
10419,51,victoria_elliot,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10420,53,cruz_montanez,3-FEWER_THREE_PER_MONTH,"{'Showtime': 1, 'youtube': 1}",,,1.0,1.0,,,,,,,,,,,,,,,,,,
10421,52,jenifer_mccauley,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
10423,56,sheldon_gallant,1-DAILY,"{'amazon': 1, 'CBS All Access': 1, 'youtube': 1, 'FX': 1}",,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,
10424,74,violet_kiefer,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10425,55,young_mcewen,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10427,24,sheri_mendez,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'netflix': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
10428,27,teressa_mata,2-FEW_TIMES_WEEK,{'Crackle': 1},,,,,,1.0,,,,,,,,,,,,,,,,
10429,48,kevin_jasso,2-FEW_TIMES_WEEK,"{'fuboTV': 1, 'CBS All Access': 1}",,,,,1.0,,,1.0,,,,,,,,,,,,,,
10430,37,georgia_tinsley,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10431,51,matt_caraballo,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10432,25,gail_cavanaugh,2-FEW_TIMES_WEEK,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
10433,45,julia_ayers,3-FEWER_THREE_PER_MONTH,{'Crackle': 1},,,,,,1.0,,,,,,,,,,,,,,,,
10437,41,cedric_stafford,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10438,23,grace_weatherford,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Crackle': 1, 'hulu': 1}",,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,
10439,71,cassie_shanahan,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10440,31,myrtis_mccool,1-DAILY,"{'Philo': 1, 'youtube': 1}",,,,1.0,,,,,,,,1.0,,,,,,,,,,
10441,49,marcela_rust,2-FEW_TIMES_WEEK,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
10442,19,lucille_marcus,1-DAILY,"{'FX': 1, 'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,
10443,21,frederick_layman,1-DAILY,{'Disney+': 1},,,,,,,,,,,,,,,,,1.0,,,,,
10444,61,delores_singletary,1-DAILY,{'Disney+': 1},,,,,,,,,,,,,,,,,1.0,,,,,
10445,41,irving_flowers,3-FEWER_THREE_PER_MONTH,"{'Rent or Buy': 1, 'netflix': 1}",1.0,,,,,,,,1.0,,,,,,,,,,,,,
10446,21,breanna_baber,1-DAILY,"{'netflix': 1, 'Discovery+': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
10447,36,windy_sheets,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10448,50,angel_layman,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10450,77,jermaine_reichert,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10451,52,rosanna_needham,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
10452,44,bianca_mccrary,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10453,46,hugo_petrie,1-DAILY,"{'amazon': 1, 'hulu': 1, 'youtube': 1}",,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
10454,45,clark_lamb,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
10455,23,martin_sells,3-FEWER_THREE_PER_MONTH,"{'Starz': 1, 'PlutoTV': 1}",,,,,,,,,,,,,,1.0,,1.0,,,,,,
10456,78,lenora_nelson,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10458,25,gloria_talbert,2-FEW_TIMES_WEEK,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
10459,32,gregorio_godwin,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10460,59,sang_tolbert,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10461,34,melodie_abbott,1-DAILY,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
10462,70,antoinette_plummer,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10463,61,franklyn_estes,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10464,40,denis_crist,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Discovery+': 1, 'CBS All Access': 1}",1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
10465,62,rosalee_lively,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
10466,65,cori_markham,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10467,57,lynn_andrew,2-FEW_TIMES_WEEK,"{'amazon': 1, 'Tubi': 1}",,1.0,,,,,,,,,,,,,,,,,,1.0,,
10468,68,romeo_monaghan,1-DAILY,"{'Philo': 1, 'hulu': 1}",,,,,,,,,,,1.0,1.0,,,,,,,,,,
10469,59,pam_almanza,2-FEW_TIMES_WEEK,"{'Peacock': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,,,,,,1.0
10471,61,deana_pitcher,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'Peacock': 1}",,1.0,,,,,,,,,,,,,,,,,,,,1.0
10473,46,phillip_trent,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10474,46,gayle_capps,2-FEW_TIMES_WEEK,"{'youtube': 1, 'amazon': 1, 'NBC': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,
10476,58,lan_abreu,3-FEWER_THREE_PER_MONTH,"{'HBO MAX': 1, 'Philo': 1, 'netflix': 1}",1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,
10477,78,lon_haskins,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10478,47,ashleigh_wharton,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'fuboTV': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
10479,38,teressa_her,1-DAILY,"{'Crackle': 1, 'Apple TV+': 1}",,,,,,1.0,,,,1.0,,,,,,,,,,,,
10480,52,sheri_alonzo,3-FEWER_THREE_PER_MONTH,"{'Tubi': 1, 'Crackle': 1}",,,,,,1.0,,,,,,,,,,,,,,1.0,,
10481,66,rosalyn_timmerman,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
10482,23,allan_saenz,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10483,56,kendrick_poore,2-FEW_TIMES_WEEK,"{'NBC': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,,,,,1.0,
10484,27,allen_robins,1-DAILY,"{'Discovery+': 1, 'netflix': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
10485,40,isaac_nix,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10486,37,jarvis_beale,3-FEWER_THREE_PER_MONTH,"{'IMDb TV': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,,1.0,,,,
10488,42,damian_hoskins,1-DAILY,"{'youtube': 1, 'Philo': 1, 'Showtime': 1}",,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
10489,38,elba_cartwright,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
10490,52,christal_hooker,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
10491,31,chung_william,1-DAILY,"{'youtube': 1, 'Showtime': 1}",,,1.0,1.0,,,,,,,,,,,,,,,,,,
10492,67,sasha_heath,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'Disney+': 1, 'FX': 1}",,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,
10493,25,chauncey_bratton,1-DAILY,"{'HBO MAX': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
10494,48,lindsey_jean,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'PlutoTV': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
10495,57,patti_schrader,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Disney+': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
10497,41,elissa_molina,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
10498,34,merle_wester,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'amazon': 1, 'hulu': 1, 'CBS All Access': 1}",,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
10499,20,sammie_culpepper,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10500,34,stephan_poindexter,2-FEW_TIMES_WEEK,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
10501,27,luz_rosado,2-FEW_TIMES_WEEK,{'fuboTV': 1},,,,,1.0,,,,,,,,,,,,,,,,,
10503,58,tessa_rhoades,2-FEW_TIMES_WEEK,"{'youtube': 1, 'hulu': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,
10504,29,timothy_grace,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10505,18,krystle_drayton,1-DAILY,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
10506,36,hollie_rowley,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10507,48,jeanette_broyles,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
10508,64,solomon_bowen,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
10509,78,sarah_haley,1-DAILY,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
10510,29,myrtle_townsend,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10513,20,summer_tirado,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10514,24,elsie_sampson,1-DAILY,{'Showtime': 1},,,1.0,,,,,,,,,,,,,,,,,,,
10515,19,tasha_harding,1-DAILY,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
10516,42,tracy_large,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10517,33,judson_jenkins,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10518,59,ashley_hendrickson,1-DAILY,"{'Philo': 1, 'amazon': 1}",,1.0,,,,,,,,,,1.0,,,,,,,,,,
10519,57,chet_stump,2-FEW_TIMES_WEEK,"{'youtube': 1, 'fuboTV': 1, 'Philo': 1}",,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
10520,73,geraldo_irish,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10521,61,james_melendez,3-FEWER_THREE_PER_MONTH,"{'Discovery+': 1, 'hulu': 1}",,,,,,,1.0,,,,1.0,,,,,,,,,,,
10522,64,joann_hitt,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10523,36,amalia_ridgeway,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,1.0,,,,,
10524,28,jana_coughlin,2-FEW_TIMES_WEEK,"{'netflix': 1, 'CBS All Access': 1, 'fuboTV': 1, 'hulu': 1}",1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,
10525,33,gabriella_hamlin,1-DAILY,"{'netflix': 1, 'Peacock': 1, 'fuboTV': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0
10526,24,grant_lanning,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10527,53,nancy_xiong,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10528,66,joshua_albrecht,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10529,74,jung_thompson,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10530,56,andy_dixon,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10531,22,pearlie_vickers,1-DAILY,"{'Crackle': 1, 'hulu': 1, 'amazon': 1}",,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,
10532,58,rachel_mcgee,1-DAILY,{'CBS All Access': 1},,,,,,,,1.0,,,,,,,,,,,,,,
10533,58,mi_higdon,3-FEWER_THREE_PER_MONTH,"{'CBS All Access': 1, 'netflix': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
10534,52,sammie_silvers,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10535,30,brenton_trudeau,1-DAILY,"{'FX': 1, 'Starz': 1}",,,,,,,,,,,,,,,,1.0,,,1.0,,,
10536,34,juana_guthrie,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10538,67,weldon_odell,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10539,55,leandro_camacho,2-FEW_TIMES_WEEK,"{'Showtime': 1, 'youtube': 1}",,,1.0,1.0,,,,,,,,,,,,,,,,,,
10540,57,rudolf_tolley,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10541,42,maude_petit,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10542,48,connie_peek,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Apple TV+': 1}",1.0,,,,,,,,,1.0,,,,,,,,,,,,
10543,25,dominga_jameson,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'CBS All Access': 1, 'hulu': 1}",,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,
10544,52,richie_ramon,2-FEW_TIMES_WEEK,{'Rent or Buy': 1},,,,,,,,,1.0,,,,,,,,,,,,,
10545,73,mavis_hoke,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10546,69,gary_knudson,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10547,70,doug_breen,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
10550,41,lesley_welch,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10551,41,trevor_woodson,2-FEW_TIMES_WEEK,"{'hulu': 1, 'youtube': 1, 'Discovery+': 1}",,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,
10552,39,eva_lyon,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10553,77,eduardo_everson,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
10554,69,quinton_bostic,1-DAILY,"{'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
10555,25,rudolf_anders,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'Discovery+': 1, 'Peacock': 1}",,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0
10556,63,lettie_schaefer,1-DAILY,{'Crackle': 1},,,,,,1.0,,,,,,,,,,,,,,,,
10557,60,robby_navarrete,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
10558,33,oliver_darnell,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
10560,65,sandy_strader,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
